# Constructed from biom file
#OTU ID	ERR3928931	ERR3928932	ERR3928933	ERR3928944	ERR3928945	ERR3928946	ERR3928988	ERR3928989	ERR3928990
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	0.007027075169219807	0.005264736263370097	0.00020782408186289549	0.00011792887414777962	0.00011692014354196084	0.014305382988011687	0.00019632071876479623	0.00010358094110683635	0.0001239981513002897
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group	4.453152832205201e-05	0.0	0.00010886023335675478	9.581721024507094e-05	3.59754287821418e-05	6.71614224789281e-05	0.0	5.918910920390648e-05	0.00015781582892764143
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group	0.00019593872461702886	9.996334677284996e-05	0.0002573060061159658	0.0	6.295700036874815e-05	0.0031767352832532993	0.00015012760846719713	0.00019236460491269607	0.0001239981513002897
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group	0.0003295333095831849	0.0003998533870913998	0.0013755974942353559	0.0	0.0	0.00027536183216360523	0.0001616758860415969	0.0007102693104468778	0.0006763535525470348
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__DTU089	0.0	0.0	7.917107880491257e-05	0.00026533996683250415	0.00020685871549731534	8.059370697471372e-05	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group	0.009022087638047738	0.010462830295558296	0.01820934812512989	0.006611387506909895	0.005045553886695387	0.006850465092850666	0.00571639739932789	0.007842556969517609	0.0064591764268241815
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.40105985037406483	0.2760821032288161	0.2163448692192742	0.21276580062649714	0.16700693426389776	0.04196245676483428	0.020070906424306815	0.03042320213080793	0.020448422405338684
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	0.07344139650872818	0.0849105328046383	0.11778677249200867	0.05003869541182974	0.04916042343079677	0.02789213875549884	0.07155312785098103	0.08073394495412844	0.09071028395576648
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-001	0.0	0.0	0.0010292240244638633	0.0	0.0	0.052379193391316026	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	0.00021375133594584965	0.0002415780880343874	0.011845972666185043	0.00027271052146674035	0.00017987714391070898	0.0008730984922260653	0.0045731179194623125	0.006717963894643386	0.005061379084893644
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__UCG-010	0.0	0.0	0.001425079418488426	0.0	0.0	0.0006111689445582458	0.0015012760846719712	0.0023971589227582126	0.0015217954932308282
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.019531528322052013	0.03186331678384592	0.007145189862143359	0.0009729132117191818	0.0011332260066374666	0.0004634138151046039	0.0016398554155647685	0.0017460787215152413	0.0008003517038473244
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__	0.017447452796579978	0.02303322115224418	0.039555850247904444	0.015485535286530312	0.01100848120733539	0.008307867960643407	0.011548277574399779	0.009840189405149453	0.01109219826177137
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	0.008915211970074813	0.007030755389690447	0.028580759448573436	0.02353418094711627	0.017591984674467338	0.017119446589878774	0.004815631748524707	0.005992897306895531	0.005298102828285105
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_UCG-001	0.00015140719629497685	0.0002249175302389124	0.00022761685156412362	0.0	0.0	0.000389536250377783	0.0001616758860415969	0.0002071618822136727	0.00015781582892764143
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelotrichaceae_UCG-003	0.004132525828286427	0.0039235613608343605	0.0027017130642176413	0.0001990049751243781	0.0001439017151285672	0.0005171429530877464	0.005300659406649498	0.009055933708197692	0.0049148358151751195
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__	0.00010687566797292483	0.0002082569724434374	0.0002573060061159658	0.00015478164731896074	0.00024283414427945713	0.00018133584069310587	0.00011548277574399778	0.0	0.0001690883881367587
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0.014998218738867117	0.015261070940655094	0.0034340455431630824	0.014129353233830846	0.0167195805265004	0.002471540347224554	0.006201425057452681	0.007132287659070731	0.006154817328178016
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.0016031350195938724	0.0016160741061610742	0.002909537146080537	0.2748111295374977	0.35444791207605203	0.009382450720306256	0.39833473837377154	0.3328499556081681	0.39361522246395597
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	0.01814214463840399	0.01704375062477092	0.02241531168664087	0.0007002026902524415	0.0006295700036874814	0.07350146076093891	0.01703370942223967	0.0168984906777153	0.014947413511289469
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella	0.00024937655860349125	0.0001832661357502249	0.00034637346977149246	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter	0.0	0.0	0.0	0.00028745163073521285	0.0004047235737990952	0.0	0.0	0.0	0.0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.0074367652297826865	0.009971343840591783	0.0003661662394727206	0.00021374608439285057	0.00017987714391070898	9.402599147049935e-05	0.00030025521693439425	0.0002959455460195324	0.0003494493354826346
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005	0.0039009618810117563	0.0038069374562660356	0.01604203984284541	0.0007223143541551501	0.00037774200221248885	0.005466939789784748	0.004030348873465523	0.0013317549570878958	0.003663581742963105
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4B4_group	0.0	0.0	0.0	0.0	0.0	0.0	0.00011548277574399778	0.0002071618822136727	0.00015781582892764143
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__	0.022167794798717493	0.030180600446502948	0.0033845636189100124	0.0014372581536760641	0.001061275149073183	0.004237885758420363	0.04190869931749679	0.046996152707901744	0.05044470246079968
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae	0.00016031350195938726	0.00016660557795474993	0.00019792769701228142	0.0003685277317118113	0.0002158525726928508	0.0003828201081298902	0.009677456607347014	0.010935187925421723	0.011035835465725783
