# Constructed from biom file
#OTU ID	ERR3928931	ERR3928932	ERR3928933	ERR3928944	ERR3928945	ERR3928946	ERR3928988	ERR3928989	ERR3928990
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	0.008006768792304952	0.006097764153143847	0.00026720239096657993	0.00011792887414777962	0.00011692014354196084	0.018865643574330904	0.00019632071876479623	0.00010358094110683635	0.0001239981513002897
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.0025115781973637334	0.0018076705208090367	0.0008807782517046523	0.001496222590749954	0.0008454225763803322	0.01314349037912623	0.0007737345974847852	0.0011097957975732466	0.0013076168682576005
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group	0.00019593872461702886	9.996334677284996e-05	0.0002573060061159658	0.0	6.295700036874815e-05	0.0031767352832532993	0.00015012760846719713	0.00019236460491269607	0.0001239981513002897
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.27736907730673316	0.3696311352504082	0.3214939582570487	0.2796167311590197	0.2956550675888368	0.12894993115954195	0.24611689166560807	0.2329831311038769	0.24236002299602077
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.11317242607766298	0.13448402252507413	0.16495294269003533	0.056421595725078315	0.053747290600519845	0.04382282816750059	0.13902971371819894	0.1577241787511098	0.16420736999921093
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group	0.009022087638047738	0.010462830295558296	0.01820934812512989	0.006611387506909895	0.005045553886695387	0.006850465092850666	0.00571639739932789	0.007842556969517609	0.0064591764268241815
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.40105985037406483	0.2760821032288161	0.2163448692192742	0.21276580062649714	0.16700693426389776	0.04196245676483428	0.020070906424306815	0.03042320213080793	0.020448422405338684
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.006154257214107588	0.004998167338642498	0.004057517788751769	0.276255758245808	0.35460080764837615	0.12416803787904228	0.4723361010705253	0.43092630955904115	0.4425381294315248
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010	0.0	0.0	0.001425079418488426	0.0	0.0	0.0006111689445582458	0.0015012760846719712	0.0023971589227582126	0.0015217954932308282
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.019531528322052013	0.03186331678384592	0.007145189862143359	0.0009729132117191818	0.0011332260066374666	0.0004634138151046039	0.0016398554155647685	0.0017460787215152413	0.0008003517038473244
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	0.008915211970074813	0.007030755389690447	0.028580759448573436	0.02353418094711627	0.017591984674467338	0.017119446589878774	0.004815631748524707	0.005992897306895531	0.005298102828285105
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae	0.0013181332383327396	0.0014161474126153744	0.0011479806426712323	0.00017689331122166944	0.00016188942951963809	0.0020014103898720573	0.0009585070386751816	0.001242971293282036	0.0006538084341288003
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae	0.004132525828286427	0.0039735430342207854	0.0039090720159925575	0.001533075363921135	0.001340084722134782	0.017878370663890662	0.005462335292691095	0.009307487422314294	0.005095196762520995
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__	0.00010687566797292483	0.0002082569724434374	0.0002573060061159658	0.00015478164731896074	0.00024283414427945713	0.00018133584069310587	0.00011548277574399778	0.0	0.0001690883881367587
