# Constructed from biom file
#OTU ID	ERR3928931	ERR3928932	ERR3928933	ERR3928944	ERR3928945	ERR3928946	ERR3928988	ERR3928989	ERR3928990
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.43358567866049164	0.3006730865349372	0.26119528536225717	0.515069098949696	0.540791639310351	0.21808657107357535	0.5100065825182174	0.4816069843148861	0.48260080486072754
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group	0.00019593872461702886	9.996334677284996e-05	0.0002573060061159658	0.0	6.295700036874815e-05	0.0031767352832532993	0.00015012760846719713	0.00019236460491269607	0.0001239981513002897
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales	0.27736907730673316	0.3696311352504082	0.3216325076449573	0.2796167311590197	0.2956550675888368	0.12908425400449983	0.24627856755164967	0.2330423202130808	0.2425065662657393
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales	0.16127538297114358	0.1821082269834394	0.24160044335804132	0.08367790676248388	0.07255344599638447	0.14948789415359817	0.17532595013453744	0.19527966854098847	0.1995581156790026
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.03275739223370146	0.047274332744660294	0.02389976941423298	0.0012235120692832137	0.0015109680088499554	0.0004634138151046039	0.0018939175222015636	0.0018200651080201244	0.0009694400919840831
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales	0.005495190594941218	0.0062727000099963345	0.001395390263936584	0.0005454210429334807	0.0001978648583017799	0.002330501360018805	0.0015705657501183699	0.0016277005031074283	0.001285071749839366
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	0.009440684004275026	0.01114591316517277	0.014745613427414966	0.004215957250783121	0.0038583647368847077	0.01894623728130562	0.01306110193664615	0.020982539212784847	0.013448163136476874
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales	0.0196918418240114	0.01989270600779714	0.010559442635605213	0.01712916896996499	0.020056301546044052	0.004694583431277074	0.008418694351737439	0.01032849955608168	0.007451161637226499
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales	0.0074367652297826865	0.009971343840591783	0.0003661662394727206	0.00021374608439285057	0.00017987714391070898	9.402599147049935e-05	0.00030025521693439425	0.0003255401006214856	0.0003494493354826346
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales	0.006332383327395796	0.00592282829629136	0.021722564747097887	0.0018426386585590566	0.0014300232940901365	0.014641190100406327	0.010936218862956591	0.01374667061260728	0.011554373189345176
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	0.016058069112931957	0.01845989803738629	0.0007521252486466694	0.024138566427123642	0.020164227832390476	0.015010577924040432	0.002448234845772753	0.0025895235276709085	0.002299602078659918
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales	0.00012468827930174563	0.0001999266935456999	0.009550011380842579	0.028199742030587803	0.01719625495786378	0.014607609389166862	0.01099396025082859	0.012533293873927197	0.018881536675271388
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	0.014490559315995724	0.013620005997800807	0.011054261878135917	0.00018426386585590566	7.19508575642836e-05	0.014473286544209006	0.000727541487187186	0.000976620301864457	0.0016345210853220007
