# Constructed from biom file
#OTU ID	ERR3928931	ERR3928932	ERR3928933	ERR3928944	ERR3928945	ERR3928946	ERR3928988	ERR3928989	ERR3928990
d__Bacteria;p__Bacteroidota	0.433745992162451	0.30083969211289197	0.2620661672291112	0.515069098949696	0.540791639310351	0.21918130225998186	0.5100065825182174	0.4816069843148861	0.48260080486072754
d__Bacteria;p__Firmicutes	0.5011400071250446	0.630552130885342	0.6756064009817214	0.44049382716049384	0.4163616250101181	0.3543168004298331	0.47538484635016687	0.501257768570583	0.502451781627983
d__Bacteria;p__Actinobacteriota	0.020903099394371214	0.02112558728466229	0.011578770275218463	0.017836742214851667	0.020685871549731533	0.007797441149803553	0.009076946173478226	0.011127552530334418	0.008319148696328528
d__Bacteria;p__Fusobacteriota	0.0074367652297826865	0.009971343840591783	0.0003661662394727206	0.00021374608439285057	0.00017987714391070898	9.402599147049935e-05	0.00030025521693439425	0.0003255401006214856	0.0003494493354826346
d__Bacteria;p__Proteobacteria	0.02141966512290702	0.02332478091366499	0.037922946747553116	0.025944352312511517	0.021666201984044897	0.3844722791228718	0.004272862702527918	0.004439183190292986	0.004430115769183078
d__Bacteria;p__Desulfobacterota	0.014490559315995724	0.013620005997800807	0.011054261878135917	0.00018426386585590566	7.19508575642836e-05	0.014473286544209006	0.000727541487187186	0.000976620301864457	0.0016345210853220007
d__Bacteria;p__Verrucomicrobiota	0.0007837548984681154	0.0005248075705574622	0.000979742100210793	0.00016215220195319697	0.00020685871549731534	0.0028073474596191947	0.00018477244119039646	0.00023675643681562593	0.00021417862497322766
d__Bacteria;p__Deinococcota	0.0	0.0	0.0	0.0	0.0	0.0	4.6193110297599114e-05	2.959455460195324e-05	0.0
d__Bacteria;p__Cyanobacteria	4.453152832205201e-05	1.6660557795474994e-05	0.0003067879303690362	9.581721024507094e-05	3.59754287821418e-05	0.016743342623996776	0.0	0.0	0.0
d__Bacteria;p__Campilobacterota	3.562522265764161e-05	2.499083669321249e-05	0.00011875661820736885	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Synergistota	0.0	0.0	0.0	0.0	0.0	0.00011417441821417777	0.0	0.0	0.0
